Reciepe Name,Ingredients
Crispy Herb Chicken Recipe ,"2 Cups Fresh breadcrumbs,1/3 Cup Parmesan cheese, grated,1 Tbsp Lemon rind, grated,2 Tbsp Fresh Parsley leaves, finely chopped,1 tsp Garlic powder,1/2 Cup Plain flour,1  Egg,1 Tbsp Milk,550 Gram Chicken breast supremes,For frying  Vegetable Oil,For Ranch dressing:,1 Cup Mayonnaise,1/2 Cup Sour cream,1/2 tsp Fresh Chives (dried if fresh not available),1/2 tsp Fresh Parsley (dried if fresh not available),4-6 cloves  Garlic,1/2 Medium Red Onion (optional),1/4 tsp Ground Black Pepper, To taste Salt"
चेकबोर्ड कुकीज़ रेसिपी (Checkerboard cookies   Recipe)  ,"2000 gms मैदा,1000 ग्राम चीनी,1000 ग्राम मक्खन,50 ग्राम मिल्क पाउडरर,10 ग्राम बेकिंग पाउडर,20 ग्राम वनीला पाउडर,20 ग्राम ग्लूकोज पाउडर,10 ग्राम कैेरमल कलर"
Baked Fish with White Sauce Recipe ,"  Oven Temp: 350F-180C,  8 fish fillets- marinated,  1/4 cup finely chopped onions,  1/4 cup de-seeded and finely chopped tomatoes,  2 cups milk,  2 Tbsp refined flour,  1 Tbsp butter,  1 tsp salt,  1 tsp powdered black pepper,  1/4 cup grated cheese,  For the marinade:,  Lemon juice and salt"
हरा दाना मेथी बेल गट्टा करी रेसिपी (Hara Dana Methi Bail Gatta Curry  Recipe)  ,"  गट्टा के लिए:,250 gms आटा चना (बेसन),2 टी स्पून लाल मिर्च पाउडर,1 टी स्पून हल्दी पाउडर, स्वादानुसार नमक,1 टी स्पून हरी सौंफ के बीज,1/2 टी स्पून जीरा,100 gms गाढ़ा दही,2 टेबल स्पून रिफाइंड तेल,ग्रेवी के लिए:,150 gms प्याज, कटा हुआ,1/2 टी स्पून हल्दी पाउडर,2 टी स्पून लाल मिर्च पाउडर,3 टी स्पून धनिया पाउडर,3 टेबल स्पून शुद्ध घी,1  अदरक का पेस्ट,75 gms दही,5 sprigs  ताजा धनिया पत्ती, स्वादानुसार नमक"
Sable Viennois Recipe ,"225 gms butter,90 gms icing sugar,36 gms egg whites,270 gms flour,2 gms salt,2 drops  vanilla essence"
मैक्सिकन योगर्ट डिप रेसिपी (Mexican yogurt dip   Recipe)  ,"2  योगर्ट कैन्स हंग,2 टेबल स्पून जैलपिनो, गुच्छा,एक मुठ्ठी   टैबेस्को ,1/2  हरी शिमला मिर्च , कद्दूकस,1/2  रेड शिमला मिर्च, कद्दूकस,1/2  पीली शिमला मिर्च , कद्दूकस,  सेंधा नमक "
स्वीट कचौरी रेसिपी (Sweet Kachoris   Recipe)  ,"250 gms मैदा,1 टेबल स्पून बेसन,1 टेबल स्पून घी,  पानी (आटा गूंथने के लिए),  तेल (डीप फ्राई करने के लिए),फीलिंग बनाने के लिए:,100 ग्राम कैस्टर शुगर,150 ग्राम खोया,100 ग्राम ड्राई फ्रूट्स, टुकड़ों में कटा हुआ,1/4 टी स्पून हरी इलाइची,केसर सिरप के लिए:,250 ग्राम चीनी,250 ml (मिली.) पानी,आधा चम्मच (एक बड़े चम्मच पानी में भीगा हुआ)  केसर के रेशे "
Hung Curd Recipe ,  Curd
Hariyali Biryani Risotto Recipe ,"10 gms olive oil,10 gms butter,10 gms onion,5 gms celery,5 gms leeks,1 gms chilly flakes,20 gms green peas,30 gms broccoli,20 gms beans,30 gms mint coriander pesto,200 gms risotto,60 gms cream,5 gms salt,1 gms pepper,For garnishing:,1 gms mint"
Veg Summer Rolls Recipe ,"2   Rice paper sheets,25 gms iceberg Lettuce,25 gms carrot,10 gms bean sprouts,15 gms cucumber,15 gms tofu,5 gms basil,5 gms mint leaves,5 gram coriander,15 gram rice noodles (soaked in warm water for 20-25 minutes),5 cups peanuts, roasted,For the Hoisin Peanut Sauce:,45 gms hoisin sauce,30 gms peanuts, roasted,5 gms garlic, chopped,15 ml oil,10 gms red chillies, chopped,50 ml water"
Morning Greed Recipe ,"1 herb  Panini bread,75 Gram Mint peas mash,30 Gram Ricotta crumble,2  Eggs (scrambled),45 Gram Smoked salmon,Few  Caper berry,2 tsp Sour cream"
कोकोनट कुकीज रेसिपी (Coconut Cookies   Recipe)  ,"100 gms मैदा,100 ग्राम नारियल, कद्दूकस,100 ग्राम मक्खन, नमकीन,100 ग्राम चीनी पीसी हुई,10 ग्राम कस्टर्ड पाउडर,25 ml (मिली.) कस्टर्ड पाउडर,  फूड कलर (नीला, पीला, लाल गुलाबी, हरा)"
बादाम का कहवा रेसिपी (Badam ka kahwa   Recipe)  ,"2  ग्रीन टी बैग्स,3 टेबल स्पून बादाम सिल्वर,2  इलाइची,1  दालचीनी स्टिक,2  लौंग,4 टी स्पून शहद,8  केसर के रेशे"
स्ट्रॉबेरी चिया पुडिंग रेसिपी (Strawberry Chia Pudding   Recipe)  ,"250 ml (मिली.) लो फैट मिल्क,25 ग्राम चिया सीड्स,200 ग्राम स्ट्रॉबेरी ,1  स्टार एनीस"
Dhaba Raan Recipe ,"For Marination:,1100 Gram Mutton leg,3 Tbsp Ginger garlic paste,1/2 tsp Nutmeg powder,1 tsp Red chili powder,2 tsp Salt,For Frying:,5 Tbsp Refined oil,2 Gram Green Cardamoms,2 Gram Black Cardamoms,1 Gram Mace,For Cooking:,4-5 Tbsp Brown Onion paste,3 Tbsp Curd,1/2 tsp Javitri Elaichi Powder,1/2 tsp Black pepper powder,1/2 tsp Garam Masala Powder"
रोस्ट चिकन रेसिपी (Roast Chicken  Recipe)  ,"1x1 किग्रा/2 पाउंड  चिकन,2 मीडियम प्याज,2  गाजर,2  अजवाइन की छड़ें,1 कली  लहसुन,  शुद्ध नारियल तेल - करी धनिया,1  नींबू,1  तेज पत्ता और रोज़बेरी वाली मिक्स हर्बस"
Rossy Mocktail Recipe ,"90 Ml orange juice,30 ml homemade rosemary syrup,15 ml sour mix,2 ml grenadine"
Baked Multigrain Murukku Recipe ,"1/4 Cup Oats,1/4 Cup Ragi flour (bhakri Atta),1/4 Cup Wheat flour,1/4 Cup Rice flour,2 Tbsp Urad dal flour (dry roast and grind the dal to a fine powder),1 tsp Cumin seeds,2  Green chillies,1 inch piece  Ginger, To taste Salt,1 Tbsp Oil"
Olive and Peppers Salad Recipe ,"1/2 Cup Ripe olives,1  Red bell pepper (1/4-inch cubes), chopped,2  Capsicum (cut in roundels),  Cucumber (seeds removed and cut into 1/4-inch cubes),2 Tbsp Lemon juice,1/4 Cup Garlic infused with olive oil, To taste Salt, To taste Black pepper (freshly cracked)"
Mushroom Clear Soup Recipe ,"  Ingredients,200 Gram button mushrooms, Few sprigs  Thyme,1 Litre water,1 tsp  salt,  10gm butter,  Final preparation, To taste Sea salt ,4-5  button mushroom,2-3   spring onion, chopped"
Christmas Pudding Recipe ,"Dry:,6 Kg Currants,12 Kg Sultanas,12 Kg Raisins,5 Kg Mixed peel,2.25 Kg Prunes,750 Gram Stem ginger,2.6 Kg Muscavado sugar,  Mixed spice,Liqueur:,7.5 pints  Guiness,570 Ml Grand Marnier,1.2 Litre Brandy,1.2 Litre Maderia,1.2 Litre Sherry,1.2 Litre Dark rum,7.5 pints  London pride/Perroni,Fruits:,4 Kg Apple (½ cooking + ½ braebun),2.250 Kg Orange segments,5  Orange zest,5  Lemon zest,  For the end:,1.8 Kg Whole egg,2.7 Kg Flour,1.5 Kg Bread crumb,1.5 Kg Vegetarian suet"
Watermelon and Strawberry Smoothie Recipe ,"100 gms fresh strawberries,1 tbsp honey,150 gms low fat yogurt,50 gms watermelon, chopped,For the topping:,1/4 cup chia seeds"
नद्रू शामी कबाब रेसिपी (Nadru shammi kebab   Recipe)  ,"300 gms कमल ककड़ी,70 ग्राम चना दाल,4 ग्राम चाट मसाला,4 ग्राम ताजा धनिया,10 ग्राम गरम मसाला,2 ग्राम हरी मिर्च, टुकड़ों में कटा हुआ,80 ग्राम प्याज, टुकड़ों में कटा हुआ,3 ग्राम लाल मिर्च पाउडर,50 ग्राम चना दाल पाउडर, रोस्टेड, स्वादानुसार नमक,300 ml (मिली.) तेल"
Oyster Lamb Recipe ,"To marinade  Vegetable oil,20 Gram Garlic,20 Gram Ginger,100 Gram Lamb,50 Ml Stock,20 Ml Oyster sauce,20 Ml Dry sherry, To taste Sugar,To garnish  Celery, To taste Salt,20 Gram Bokchoy,20 Gram Shitake mushroom"
Keema Matar Masala Recipe ,"500 Gram Ground meat: Chicken/Mutton/Turkey or Lamb,1/2 Cup Red onion paste,3 Tbsp Ginger-garlic paste,1 Tbsp Onion powder,2 Tbsp Lime juice (freshly squeezed),1 tsp Red chili powder,2-3  Dry red chilis,1/2 Cup Roma Tomatoes (diced),1/2 Cup Spice mix of Turmeric, Red Chili Powder, Coriander powder, Cumin Powder, salt and Garam Masala. (1 tsp of each made into a paste with water),1/2 Cup Cilantro, finely chopped,1/4 Cup Mustard oil to cook, To taste Salt,1 tsp Sugar,3/4 Cup Green peas,3/4  Hot water"
Rasmalai Tiramisu Recipe ,"4  Rasmalai,2 tsp instant coffee powder,1 cup mascarpone cheese,  Whipped cream,1  Eggless sponge cake (eight inch),  Icing sugar,  Cocoa powder,1 cup water"
Ghavan Recipe ,"330 gms raw rice,160 gms salt,  Oil (as needed)"
Plain White Bread Recipe ,"  Oven temp: 400 F - 200 C,  1 tsp (5 gm) sugar,  Lukewarm water to knead dough (too hot will kill yeast),  1 tsp dry yeast or 10 gm compressed (Frozen) yeast,  2 cups (240 gm) flour (maida),  Salt to taste,  1 tsp oil,  Greased loaf tin (about 20cm /8,  1 egg, slightly beaten with 1 Tbsp (15 g) milk and 1/4 tsp salt,  Note: In case you do not want to use egg, use 1/4 cup milk and salt mixture."
Besan Ke Laddoo Recipe ,"2 Cups gram flour (coarse),6-8  Cashew nuts,6-8  Almonds,1/2 cup ghee,1/2 tsp green cardamom powder,1/3 cup low-calorie sweetener"
Fresh Mango Amrakhand Recipe ,"150 gms hung curd,150 gms fresh mango pulp, A pinch of cardamom powder, A pinch of nutmeg powder,80 gms castor sugar"
Rose Berry Valentine Forest Recipe ,"For Rose Petal Feuilletine:,200 gms butter,200 gms sugar,66 gms egg white,200 gms flour,20 gms rose petal powder,  For Berry Baked Yogurt:,800 gms yogurt,700 gms double cream,800 gms condensed milk,100 gms berry puree,50 gms fresh berry slice,1 nos vanilla pod,  For Raspberry Foam:,200 gms raspberry puree,300 gms water,150 gms sugar,3 gms lecithin,  For Vanilla Marshmallow:,360 gms confectioners sugar (powdered sugar),100 gms water,20 gms silver gelatine sheet,1 nos vanilla pod,  For Crunchy Chocolate Pudding:,500 gms milk chocolate,300 gms cocoa butter,400 gms almond crunch, roasted"
Rice Vadis Recipe ,"  3 cups cooked rice,  2 tsp ajwain,  Salt to taste,  1 Tbsp ginger-green chilli paste,  1 tsp garlic paste,  2 tsp curry leaves - chopped,  1/8 tsp heeng"
काले अंगूर की चटनी रेसिपी (Zerish (Black Currant Chutney)   Recipe)  ,"100 gms सूखे काले अंगूर,50 ग्राम किशमिश ,20 ग्राम दालचीनी पाउडर,5 ग्राम इलाइची पाउडर,5 ग्राम अदरक पाउडर,20 ग्राम सौंफ पाउडर, स्वादानुसार नमक "
Gehun Ki Kheer Recipe ,"150  Broken wheat,50  Ghee,50  Raisin,2  Cardamom powder,50 Ml Jaggery,100 Gram Cashew nut,500 Ml Milk"
Escabeche Recipe ,"30 gms babycorn,30 gms carrot,20 gms water chestnuts,15 ml coconut milk,20 gms pineapple,0.5 gms negi (welsh onion),0.5 gms red quinoa,2 gms himalayan salt,0.5 gms black pepper,20 gms sweet corn,30  coriander green,40 gms lemon,0.5 gms micro green"
Apricot and Cardamom Dome Recipe ,"  For dome:,100 gms white chocolate,1 gms orange edible colour,1 gms green edible colour,  For mousse:,100 gms whipped cream,30 gms apricots puree,2 ml vanilla,  For ganache:,100 gms white chocolate,70 ml fresh cream,5 gms cardamom powder"
Strawberry Snow Recipe ,"45 Ml tequila,15 ml cointreau,45 ml litchi juice,15 ml lime juice,  Fresh strawberry,  Whipped cream"
Chicken Farcha Recipe ,"250 Gram Boneless chicken thigh (without skin),For marinade:,2 TBSP Lemon juice,1 TBSP Garlic paste,1 TBSP Ginger paste,1/2 TSP Red chilli powder,1/2 TSP Coriander powder,1 TBSP Garam masala,1/2 TSP Black pepper (crushed), To taste Salt,For coating:,1/2 Cup Bread crumbs / semolina,2  Eggs,1/2 TSP Red chilli powder,For frying  Oil"
Full Time LIIT Recipe ,"15 Ml white rum,15 ml vodka,15 ml gin ,15 ml tequila,15 ml triple sec,15 ml dark rum,15 ml scotch,15 ml campari,  Ice,15 ml jagermeister,5 ml vanilla syrup,  A dash of lime juice,  aerated drink"
चांदनी कबाब रेसिपी (Chandani Kabab   Recipe)  ,"260 gms पनीर,100 ग्राम सीताफल,20 ग्राम मक्खन,5 ग्राम जावित्री,5 ग्राम हरी इलाइची,80 ml (मिली.) क्रीम ,5 ग्राम पीली मिर्च पाडउर,5 ग्राम नमक,20 ग्राम चना पाउडर, रोस्टेड,100 ग्राम ताजी ब्रेड,20 ग्राम घी"
Christmas Brownies Recipe ,"200 gms dark chocolate (best quality, 70% cocoa solids)),150 gms plain flour,1 tsp baking powder, A pinch of salt,120 gms soft butter, unsalted,200 gms vanilla sugar,2  Eggs,1  Egg yolk,4 tbsp coffee (freshly made, strong),For buttercream:,140 gms softened butter,280 gms icing sugar,  Edible green colour (few drops)"
उसल पाव रेसिपी (Ussal Pav   Recipe)  ,"1 मीडियम प्याज , टुकड़ों में कटा हुआ,पूरा एक  लहसुन,1 टेबल स्पून सौंफ,1 टेबल स्पून साबुत धनिया,1 टेबल स्पून जीरा,6-7  लौंग,5-6  का​लीमिर्च साबुत,1/2  बड़ी इलाइची,1  हरी इलाइची,3  लाल मिर्च,1 टेबल स्पून सूखा नारियल,1 कप 8 घंटे भीगे हुए   ड्राई सफेद मटर"
Bombay Toasty Recipe ,"4  Brown bread slices,50 gram butter,1  Onion (sliced), peeled,1  Capsicum (de-seeded), sliced,1  Tomato, sliced,1  Cucumber, sliced,1  Potato (sliced), boiled,30 ml mint chutney, to taste salt, to taste chaat masala"
Kesar Pista Phirni Recipe ,"1 1/4 Litre Milk, full cream,  Rice, soaked,1 Gram Saffron (broiled),30 Gram PIstachios,1/2 Cup Sugar,1/2 tsp Green cardamom powder,1/2 Tbsp Rose water,For garnishing:,15 Gram Pistachio (slivered),1/2 Gram Saffron (broiled),2 tsp Rose petals (dried)"
Corn Pulao Recipe ,"250 Gram Basmati rice,80 gram American corn kernels,2 tsp Olive oil,1  Onion,1 tsp Ginger garlic paste,1 tsp Salt,4  Green chillies,5 gram Cumin seed,1  Bay leaf,1/2 tsp Pepper corn,8 flakes  Cloves,2 cups Hot water,3 tbsp Coriander leaves, chopped,2 tsp Lime juice,  Bell pepper (Sautéed and diced), chopped,  Coconut, grated"
पालक सूप रेसिपी (Palak soup   Recipe)  ,"1 1/2 कप पालक,1 कप दूध,2 टेबल स्पून मैदा, एक चुटकी चीनी, एक चुटकी कालीमिर्च पाउडर,1  प्याज, बारीक कटा हुआ,6  लहसुन की कलियां,1 टी स्पून तेल,1 टी स्पून नमक"
Chocolate Pizza Recipe ,"  Pizza dough,200 Gram Chocolate (semi-sweet),2 Tbsp Walnuts, chopped,2 Tbsp Almonds, chopped,2 Tbsp Cashews, chopped,2 Tbsp Milk,1 Tbsp Butter,1/2 tsp Icing sugar (to garnish),2 Tbsp Strawberries or you can spread 1 Tbsp strawberry sauce before serving, chopped"
Methi Chicken Masala Recipe ,"4 Pieces Boneless Chicken,1/2 tsp Lemon juice,1/2 tsp Red chilli powder,1/2 tsp Salt,1/2 tsp Ginger garlic paste,1/2 tsp Curd,1/2 tsp Red chilli powder,1/4 tsp Salt,1 tsp Coriander powder,2 Tbsp Oil,2 Nos Onion, sliced,1 tsp Oil,1  Bay leaf,2 Nos Green cardamom,1  Black cardamom,1/2 Sticks Cinnamon,1 tsp Ginger garlic paste,2 Nos Tomato,1 1/2 tsp Kasoori Methi, soaked,1  Green chilli,1 Cup Water"
"Mango, Avocado and Shrimp Salad Recipe ","3 Tbsp Fresh lime juice,2 Tbsp Grapeseed oil,1 Tbsp Sugar,2 Large Firm-ripe mangoes,2 Medium Firm-ripe avocados,2/3 Cup Green onion, sliced,2/3 Cup Cilantro, chopped,1 Tbsp Minced fresh hot red or green chili (or 1/2 tsp. dried red chili flakes),450 Gram Cooked shrimp, peeled"
स्पाइस कॉफी रेसिपी (Spiced coffee   Recipe)  ,"50 gms ताजी पीसी हुई कॉफी,2 टी स्पून इलाइची पाउडर,3 टेबल स्पून अदरक,200 ml (मिली.) दूध ,1 1/2  टेबल स्पून चीनी,4 टेबल स्पून क्रीम ,25 ग्राम चॉकलेट , कद्दूकस"
Bread Dahi Vada Recipe ,"10  Bread slices,200 gram Curd,To fry  Oil, to taste Salt and black pepper ,1/2 tsp Red chilli powder,1/2 tsp Aamchoor powder,  Mint leaves, chopped, A pinch of Zeera powder,1 tbsp Anardana"
Gajar Halwa Tart Recipe ,"For the Tart:,500 gms white butter,250 gms breakfast sugar,100 ml milk full fat,750 gms refined flour,For Gajar ka Halwa:,1 kg winter carrots,200 gms ghee,90 gms sugar,200 gms khoya,5 gms cardamom powder,50 gms cashew nuts (crushed), fried,50 gms almonds (crushed), fried,400 ml full fat milk,For Rabdi:,  full fat milk,  grain sugar,  green cardamom powder"
Litchi Spinach Smoothie Recipe ,"6  Litchi,2 cups fresh baby spinach,2 scoops  Vanilla ice cream,20 gms jaggery,5 gram almonds, finely chopped"
गसगस पायसम रेसिपी (Gasagase Payasam   Recipe)  ,"150 gms खसखस,200 ग्राम चावल,30 ग्राम ताजा नारियल,10 ग्राम गुड़,500 ग्राम दूध,5 ग्राम इलाइची,20 ml (मिली.) घी,2 टेबल स्पून काजू, तला हुआ,10 ग्राम किशमिश, तला हुआ,5 ग्राम मिक्सड ड्राई फ्रूटस"
Tiranga Pulao Recipe ,"For orange rice:,1 Cup Basmati rice, blanched,2 Tbsp Ghee,1/4 tsp Cumin seeds,1 tsp Ginger paste,1/4 Cup Tomato puree,1/2 tsp Turmeric powder,1/2 tsp Red chilli powder,  Red chilli paste, To taste Salt,For white rice:,1 Cup Basmati rice (cooked),For green rice:,2 Tbsp Ghee,1/4 tsp Cumin seeds,1 tsp Ginger paste,1 tsp Green chilli paste,1/2 Cup Spinach puree, To taste Salt"
Dark Night Recipe ,"1 bottle  Whisky,  Honey,  Cinnamon,  Star anise,  Cloves,  Green apple"
Flax Seed Raita Recipe ,"3 Tbsp flax seeds (ground),1 cup bottle gourd, grated,1 cup curd (low fat),1/2 cup mint leaves, finely chopped,1 1/2 tsp cumin seeds (coarsely ground), roasted, to taste salt,1 Cup water"
Picnic Eggs Recipe ,"  250 g (pre-cooked) ham slices, finely chopped,  30 g cheese, grated,  10 boiled eggs, peeled and cut lengthwise into half,  2 raw eggs, beaten until fluffy, for frying,  7 green chillies, chopped,  2 onions, finely chopped and fried into a baghar,  Handful of semolina,  Hot oil, for deep frying,  Salt, to taste"
Cabbage Stuffed Paratha Recipe ,"For the dough:,1 cup Atta/ wheat flour,1 tsp Oil,  Water, to taste Salt,For the stuffing:,1 cup Cabbage, chopped,1/2 cup Onion, finely chopped,2 small Potatoes (mashed), boiled,2 tbsp Coriander leaves, chopped,1/2 tsp Ajwain,1/2 tsp Garam masala powder,1/2 tsp Red chilli powder, to taste Salt,1/2 tsp Zeera,1/2 tsp Heeng (Asafoetida),2 tbsp Oil"
हाक एंड न​दुर (लोट्स स्टेम विद ग्रीन्स) रेसिपी (Haak and Nadur (Lotus Stem With Greens)   Recipe)  ,"1 kg हाक ,250 ग्राम लोट्स स्टेम,  साबुत लाल मिर्च,1 कप सरसों का तेल,1  हींग का पानी,3 कप पानी,  नमक "
Dahi Lasooni Chicken Recipe ,"170 Gram Chicken (boneless, cube size),1 Tbsp Chesse, grated,2 Tbsp Garlic, chopped,1 tsp Ginger Garlic Paste,2 Pieces Coriander, chopped,1 tsp Green Chilli Paste,1/2 tsp Cream (fresh),4 Tbsp Curd,1 tsp Kaju Paste,As per taste  Salt,As per taste  Black salt ,1/2 tsp Garam Masala,1/2 tsp Chaat masala,1 tsp Butter"
Warm Mushroom Salad Recipe ,"  50 gm fresh cepe mushroom,  50 gm fresh shitake mushroom,  10 gm fresh button mushroom,  20 gm fresh shimji mushroom,  1 fried onion,  2 ml truffle oil,  Salt as per taste,  1 tsp dark soy,  1 tsp light soy,  1/2 tsp spring onion,  10 ml oil"
Spaghetti With Lamb Meatballs In Tomato Sauce Recipe ,"  500 gm spaghetti,  For the meat balls:,  500 gm minced lamb,  1 onion, finely chopped,  2 cloves of garlic, crushed,  1/2 tsp dried thyme,  100 gm chopped parsley,  100 gm grated Parmesan cheese,  Pinch of ground nutmeg,  2 slices white bread soaked in a little milk,  1 egg, beaten,  Salt and Pepper,  2-3 Tbsp olive oil for frying,  For the tomato sauce:,  2 Tbsp olive oil,  1 large tin of tomatoes,  1 Tbsp tomato puree,  1 onion, chopped,  1 clove crushed garlic,  Thyme,  1 bay leaf,  Salt and pepper to taste,  1/2 pint of Stock or water,  1 Tbsp olive oil"
Pasta Carbonara Recipe ,"1 packet  spaghetti,100 gms bacon (cut in strips),3  Eggs,1  Egg yolk,100 gms pecorino romano or parmesan, grated,1 tbsp olive oil,  Black pepper (coarsely crushed), to taste salt"
Baked Ragi Chakli Recipe ,"250 gms ragi flour,150 gms besan flour,5 gms ginger,5 gms chili,2 gms garlic paste,5 gms salt,20 ml oil"
Cauliflower and Chicken Biryani Recipe ,"For the marination:,200 Gram Boneless Chicken,2 Tbsp Biryani Masala,1/2 Cup Yogurt,For the onions:,3  Onions, chopped,50 Gram Coconut Oil,For the cauliflower rice:,1  Cauliflower,50 Gram Coconut (diced),1 Medium Onion (diced),6  Peppercorns,3  Cardamoms,1 tsp Cumin seeds,2  Bay leaves,1/2 tsp Cinnamon,3  Cloves,For the curry:,50 Gram Coconut oil,2 Tbsp Garam masala,1 tsp Dry chilli flakes,1/2 tsp Turmeric powder,8  Black peppercorns,5  Cardamom,1/2 tsp Cinnamon,6 Pieces Garlic (crushed),3/4 Cup Tomato puree,3  Green chillies, finely chopped,1/2 tsp Fresh ginger (peeled), chopped,1  Dry red chilli, To taste Salt"
वाइट सॉस पास्ता रेसिपी (White sauce pasta   Recipe)  ,"2 कप पास्ता फैटूकिन,5 टेबल स्पून क्रीम,1 टी स्पून लहसुन, टुकड़ों में कटा हुआ,2 टी स्पून आॅलिव ,1 टेबल स्पून लाल​ शिमला मिर्च,1 टेबल स्पून पीली शिमला मिर्च,1 टेबल स्पून ब्रॉकली,1/2 टी स्पून पार्सेले, टुकड़ों में कटा हुआ, स्वादानुसार नमक,1/2 टी स्पून कालीमिर्च"
Tricolour Pizza Recipe ,"1 (12"")  Pizza base ,50 gms pizza sauce,110 gms mozzarella cheese,5 gms black olive,60 gms green capsicum,60 gms carrots,5 gms olive oil"
टोफू और कैश्यू मेयोनीज रेसिपी (Tofu and cashew mayonnaise   Recipe)  ,"मेयो बनाने के लिएः,1 पैकेट (12.3 आउन्स)  सोयाबीन का पनीर,1/2 कप काजू पेस्ट ,1 टी स्पून नींबू का रस,1 टी स्पून सरसों का पाउडर, स्वादानुसार नमक , स्वादानुसार काली मिर्च,1 टी स्पून चीनी,  वसाबी पेस्ट"
आंध्र क्रैब मीट मसाला रेसिपी (Andhra crab meat masala   Recipe)  ,"200 gms प्रोसेस्ड क्रैब मीट,60 ग्राम रिफाइंड तेल,2 ग्राम कढ़ीपत्ते,10 ग्राम लहसुन,6 ग्राम हरी मिर्च,40 ग्राम प्याज,15 ग्राम अदरक-लहसुन,10 ग्राम हरा धनिया, टुकड़ों में कटा हुआ,1 ग्राम धनिया पाउडर,1 ग्राम जीरा पाउडर,1 ग्राम हल्दी पाउडर,1 ग्राम गरम मसाला पाउडर,3 ग्राम कशमिरी लाल पाउडर,2 ग्राम नमक,1  नींबू,80 ग्राम चॉप मसाला,20 ग्राम टमाटर"
क्रिसमस पुडिंग रेसिपी (Christmas Pudding   Recipe)  ,"सूखी:,6 kg करंट,12 kg सुल्ताना,5 kg मिक्सड पील ,2.25  kg प्रून्स,750  kg स्टेम अदरक,2.6  kg मस्कवेडो शुगर,  मिक्सड मसाले,लिकर:,7.5  पिंट्स जिनियस,1.2 लीटर ब्रांडी,570 ml (मिली.) ग्रैंड मारर्निर,1.2 लीटर मदेरिया,1.2 लीटर शैरी,1.2 लीटर  डार्क रम,7.5  पिंट्स लंदन प्राइड/ पेरोनी,फ्रूट्स:,4 kg सेब ,2.250 kg आॅरेंज सेगमेंट,5  ऑरेंज जेस्ट,5  नींबू ज़ेस्ट,एंड के लिए:,1.8  kg साबुत अंडा,2.7  kg आटा,1.5 kg ब्रेड क्रम्बस,1.5 kg वेजिटेरिन सूट"
कीमा मटर रेसिपी (Keema matar   Recipe)  ,"1/2 kg मीट कीमा,1 कप हरे मटर,1/2  कप घी ,2 टी स्पून जीरा ,4  लौंग ,1 टुकड़े दालचीनी,4  कालीमिर्च,1  बड़ी इलाइची,2  तेजपत्ता,1 कप प्याज, कद्दूकस,1 टी स्पून अदरक पेस्ट,1 टी स्पून लहसुन पेस्ट,2 कप टमाटर, टुकड़ों में कटा हुआ, स्वादानुसार नमक,1 टेबल स्पून धनिया पाउडर,1/2 टी स्पून हल्दी,1/2 टी स्पून लाल मिर्च पाउडर,1 टेबल स्पून हरा धनिया , टुकड़ों में कटा हुआ"
Spicy Pav Bhaji Recipe ,"  1 cup potatoes-peeled and chopped fine,  2 cups mixed vegetables-chopped fine,  Green chillies-chopped to taste,  1 cup onions-grated,  1 tsp garlic-ginger,  1 cup tomato-grated,  1 cup tomato puree,  1 cup oil,  2 tsp cumin seeds,  1 tsp turmeric,  1 tsp salt,  1 tsp pav bhaji masala,  1 tsp chilli powder,  6 pavs,  Butter for bread"
Raspberry and Balsamic Dome Recipe ,"450 gms dark chocolate,450 gms butter,225 gms sugar,125 gms water,8 nos egg,30 nos egg yolk,150 gms castor sugar,375 gms honey,2 kg dark chocolate,875 gms whipped cream,900 gms melted butter,80 gms gelatin,20 nos egg white"
चिकन पलवल रेसिपी (Chicken palwal   Recipe)  ,"1 kg चिकन,200 ग्राम प्याज, टुकड़ों में कटा हुआ,150 ग्राम टमाटर, टुकड़ों में कटा हुआ,60 ग्राम हरी मिर्च, टुकड़ों में कटा हुआ,50 ग्राम जीरा पाउडर,50 ग्राम धनिया पाउडर,100 ग्राम हरा धनिया, टुकड़ों में कटा हुआ,150 ग्राम दही,200 ग्राम अदरक लहसुन, टुकड़ों में कटा हुआ,20 ग्राम लाल मिर्च पाउडर, स्वादानुसार नमक  ,200 ml (मिली.) तेल"
रेशमी टिक्का रेसिपी (Reshmi tikka   Recipe)  ,"250 gms चिकन (टुकड़ों में कटा हुआ),1 टी स्पून रिफाइंड तेल,1 टी स्पून हल्दी पाउडर,1 टेबल स्पून अदरक-लहसुन का पेस्ट,50 टी स्पून मलाई,50 टी स्पून दही,1  नींबू,1 टी स्पून गरम मसाला, टी स्पून नमक,गरम मसाला बनाने के लिए: ,1 टी स्पून जीरा,1 टी स्पून धनिया पाउडर,1 टी स्पून कालीमिर्च,1 टी स्पून कबाब चिनी,5-6  हरी इलाइची,1  दालचीनी स्टिक,5-6  लौंग,1 टी स्पून आमचूर पाउडर"
Badam Ki Phirni Recipe ,"1 Cup Almonds, peeled,500 Ml Milk,100 Gram Sugar,2 Tbsp Rice,1/2 tsp Cardamom powder,1 Tbsp Gulabjal"
Strawberry Margarita Recipe ,"40 Ml  tequila,20 Ml triple sec liquor,1/2   juice of half lime,60 Gram  strawberry puree,3 crushed   ice cube,1/2 tsp  salt for the rim"
